End date,"11/14/2016"
Specimen label,"20BT63.2.r2"
Maximum Load,"0.05861",N

Time,Extension,Load
(s),(mm),(N)
"95.78400","27.52387","0.05279"
"95.79000","27.52435","0.05285"
"95.79600","27.52489","0.05285"
"95.80200","27.52537","0.05281"
"95.80800","27.52585","0.05282"
"95.81400","27.52638","0.05284"
"95.82000","27.52686","0.05288"
"95.82600","27.52734","0.05291"
"95.83200","27.52788","0.05292"
"95.83800","27.52836","0.05289"
"95.84400","27.52883","0.05287"
"95.85000","27.52931","0.05286"
"95.85600","27.52979","0.05290"
"95.86200","27.53027","0.05294"
"95.86800","27.53081","0.05299"
"95.87400","27.53129","0.05304"
"95.88000","27.53176","0.05307"
"95.88600","27.53230","0.05312"
"95.89200","27.53278","0.05314"
"95.89800","27.53326","0.05303"
"95.90400","27.53374","0.05289"
"95.91000","27.53428","0.05277"
"95.91600","27.53476","0.05270"
"95.92200","27.53529","0.05269"
"95.92800","27.53577","0.05261"
"95.93400","27.53631","0.05260"
"95.94000","27.53679","0.05262"
"95.94600","27.53733","0.05263"
"95.95200","27.53786","0.05262"
"95.95800","27.53834","0.05257"
"95.96400","27.53882","0.05250"
"95.97000","27.53936","0.05256"
"95.97600","27.53984","0.05266"
"95.98200","27.54037","0.05278"
"95.98800","27.54085","0.05286"
"95.99400","27.54133","0.05290"
"96.00000","27.54181","0.05285"
"96.00600","27.54235","0.05275"
"96.01200","27.54283","0.05264"
"96.01800","27.54330","0.05260"
"96.02400","27.54384","0.05260"
"96.03000","27.54432","0.05265"
"96.03600","27.54480","0.05269"
"96.04200","27.54534","0.05280"
"96.04800","27.54582","0.05289"
"96.05400","27.54635","0.05298"
"96.06000","27.54683","0.05308"
"96.06600","27.54731","0.05318"
"96.07200","27.54785","0.05320"
"96.07800","27.54839","0.05317"
"96.08400","27.54887","0.05308"
"96.09000","27.54934","0.05294"
"96.09600","27.54988","0.05285"
"96.10200","27.55036","0.05277"
"96.10800","27.55090","0.05275"
"96.11400","27.55137","0.05274"
"96.12000","27.55186","0.05273"
"96.12600","27.55233","0.05275"
"96.13200","27.55287","0.05281"
"96.13800","27.55335","0.05290"
"96.14400","27.55383","0.05298"
"96.15000","27.55437","0.05306"
"96.15600","27.55485","0.05311"
"96.16200","27.55532","0.05308"
"96.16800","27.55586","0.05302"
"96.17400","27.55634","0.05294"
"96.18000","27.55682","0.05290"
"96.18600","27.55729","0.05288"
"96.19200","27.55783","0.05292"
"96.19800","27.55831","0.05293"
"96.20400","27.55879","0.05294"
"96.21000","27.55933","0.05295"
"96.21600","27.55981","0.05299"
"96.22200","27.56035","0.05305"
"96.22800","27.56088","0.05313"
"96.23400","27.56136","0.05315"
"96.24000","27.56190","0.05310"
"96.24600","27.56238","0.05304"
"96.25200","27.56292","0.05303"
"96.25800","27.56339","0.05303"
"96.26400","27.56387","0.05307"
"96.27000","27.56441","0.05314"
"96.27600","27.56489","0.05323"
"96.28200","27.56543","0.05327"
"96.28800","27.56590","0.05324"
"96.29400","27.56639","0.05316"
"96.30000","27.56686","0.05311"
"96.30600","27.56740","0.05309"
"96.31200","27.56788","0.05307"
"96.31800","27.56836","0.05308"
"96.32400","27.56883","0.05310"
"96.33000","27.56937","0.05311"
"96.33600","27.56985","0.05311"
"96.34200","27.57033","0.05313"
"96.34800","27.57081","0.05315"
"96.35400","27.57135","0.05321"
"96.36000","27.57182","0.05328"
"96.36600","27.57236","0.05334"
"96.37200","27.57284","0.05336"
"96.37800","27.57338","0.05339"
"96.38400","27.57386","0.05339"
"96.39000","27.57439","0.05331"
"96.39600","27.57487","0.05326"
"96.40200","27.57535","0.05321"
"96.40800","27.57583","0.05321"
"96.41400","27.57637","0.05321"
"96.42000","27.57685","0.05315"
"96.42600","27.57733","0.05308"
"96.43200","27.57780","0.05306"
"96.43800","27.57828","0.05304"
"96.44400","27.57882","0.05305"
"96.45000","27.57930","0.05307"
"96.45600","27.57978","0.05309"
"96.46200","27.58031","0.05307"
"96.46800","27.58079","0.05308"
"96.47400","27.58127","0.05314"
"96.48000","27.58175","0.05314"
"96.48600","27.58229","0.05306"
"96.49200","27.58277","0.05300"
"96.49800","27.58324","0.05305"
"96.50400","27.58378","0.05309"
"96.51000","27.58432","0.05315"
"96.51600","27.58480","0.05322"
"96.52200","27.58534","0.05330"
"96.52800","27.58581","0.05335"
"96.53400","27.58635","0.05334"
"96.54000","27.58683","0.05327"
"96.54600","27.58731","0.05317"
"96.55200","27.58785","0.05313"
"96.55800","27.58833","0.05316"
"96.56400","27.58880","0.05323"
"96.57000","27.58934","0.05332"
"96.57600","27.58982","0.05343"
"96.58200","27.59030","0.05348"
"96.58800","27.59084","0.05346"
"96.59400","27.59132","0.05348"
"96.60000","27.59185","0.05353"
"96.60600","27.59233","0.05358"
"96.61200","27.59281","0.05365"
"96.61800","27.59335","0.05367"
"96.62400","27.59382","0.05368"
"96.63000","27.59436","0.05369"
"96.63600","27.59484","0.05367"
"96.64200","27.59538","0.05360"
"96.64800","27.59586","0.05350"
"96.65400","27.59640","0.05343"
"96.66000","27.59688","0.05339"
"96.66600","27.59741","0.05340"
"96.67200","27.59789","0.05346"
"96.67800","27.59843","0.05346"
"96.68400","27.59891","0.05348"
"96.69000","27.59945","0.05347"
"96.69600","27.59992","0.05345"
"96.70200","27.60040","0.05344"
"96.70800","27.60088","0.05346"
"96.71400","27.60136","0.05346"
"96.72000","27.60184","0.05345"
"96.72600","27.60238","0.05345"
"96.73200","27.60286","0.05344"
"96.73800","27.60333","0.05341"
"96.74400","27.60381","0.05336"
"96.75000","27.60435","0.05333"
"96.75600","27.60483","0.05330"
"96.76200","27.60530","0.05330"
"96.76800","27.60584","0.05331"
"96.77400","27.60632","0.05331"
"96.78000","27.60686","0.05334"
"96.78600","27.60734","0.05334"
"96.79200","27.60788","0.05331"
"96.79800","27.60835","0.05333"
"96.80400","27.60889","0.05328"
"96.81000","27.60937","0.05326"
"96.81600","27.60985","0.05323"
"96.82200","27.61039","0.05325"
"96.82800","27.61087","0.05324"
"96.83400","27.61135","0.05323"
"96.84000","27.61188","0.05319"
"96.84600","27.61236","0.05319"
"96.85200","27.61284","0.05325"
"96.85800","27.61332","0.05335"
"96.86400","27.61386","0.05339"
"96.87000","27.61433","0.05341"
"96.87600","27.61487","0.05335"
"96.88200","27.61535","0.05333"
"96.88800","27.61583","0.05344"
"96.89400","27.61631","0.05357"
"96.90000","27.61685","0.05370"
"96.90600","27.61732","0.05382"
"96.91200","27.61780","0.05388"
"96.91800","27.61834","0.05383"
"96.92400","27.61882","0.05377"
"96.93000","27.61930","0.05369"
"96.93600","27.61983","0.05354"
"96.94200","27.62031","0.05337"
"96.94800","27.62085","0.05328"
"96.95400","27.62133","0.05327"
"96.96000","27.62187","0.05327"
"96.96600","27.62235","0.05329"
"96.97200","27.62282","0.05328"
"96.97800","27.62336","0.05330"
"96.98400","27.62384","0.05338"
"96.99000","27.62432","0.05349"
"96.99600","27.62480","0.05356"
"97.00200","27.62528","0.05359"
"97.00800","27.62581","0.05357"
"97.01400","27.62629","0.05353"
"97.02000","27.62677","0.05351"
"97.02600","27.62731","0.05353"
"97.03200","27.62779","0.05359"
"97.03800","27.62827","0.05360"
"97.04400","27.62880","0.05355"
"97.05000","27.62928","0.05355"
"97.05600","27.62976","0.05355"
"97.06200","27.63024","0.05353"
"97.06800","27.63078","0.05353"
"97.07400","27.63126","0.05351"
"97.08000","27.63179","0.05349"
"97.08600","27.63227","0.05343"
"97.09200","27.63281","0.05342"
"97.09800","27.63335","0.05344"
"97.10400","27.63383","0.05345"
"97.11000","27.63431","0.05345"
"97.11600","27.63484","0.05351"
"97.12200","27.63532","0.05357"
"97.12800","27.63580","0.05363"
"97.13400","27.63634","0.05369"
"97.14000","27.63681","0.05368"
"97.14600","27.63729","0.05368"
"97.15200","27.63783","0.05370"
"97.15800","27.63831","0.05369"
"97.16400","27.63885","0.05372"
"97.17000","27.63933","0.05371"
"97.17600","27.63987","0.05376"
"97.18200","27.64034","0.05376"
"97.18800","27.64082","0.05373"
"97.19400","27.64136","0.05371"
"97.20000","27.64184","0.05367"
"97.20600","27.64231","0.05363"
"97.21200","27.64285","0.05353"
"97.21800","27.64333","0.05346"
"97.22400","27.64387","0.05344"
"97.23000","27.64435","0.05347"
"97.23600","27.64489","0.05350"
"97.24200","27.64536","0.05357"
"97.24800","27.64590","0.05364"
"97.25400","27.64638","0.05374"
"97.26000","27.64686","0.05378"
"97.26600","27.64734","0.05375"
"97.27200","27.64787","0.05372"
"97.27800","27.64836","0.05376"
"97.28400","27.64883","0.05377"
"97.29000","27.64931","0.05381"
"97.29600","27.64985","0.05388"
"97.30200","27.65033","0.05393"
"97.30800","27.65087","0.05395"
"97.31400","27.65134","0.05396"
"97.32000","27.65188","0.05396"
"97.32600","27.65236","0.05394"
"97.33200","27.65290","0.05394"
"97.33800","27.65338","0.05394"
"97.34400","27.65385","0.05388"
"97.35000","27.65439","0.05386"
"97.35600","27.65487","0.05383"
"97.36200","27.65535","0.05383"
"97.36800","27.65589","0.05389"
"97.37400","27.65637","0.05397"
"97.38000","27.65691","0.05398"
"97.38600","27.65738","0.05394"
"97.39200","27.65792","0.05388"
"97.39800","27.65840","0.05389"
"97.40400","27.65888","0.05393"
"97.41000","27.65941","0.05397"
"97.41600","27.65989","0.05398"
"97.42200","27.66037","0.05401"
"97.42800","27.66091","0.05403"
"97.43400","27.66139","0.05403"
"97.44000","27.66187","0.05405"
"97.44600","27.66235","0.05411"
"97.45200","27.66288","0.05411"
"97.45800","27.66336","0.05409"
"97.46400","27.66384","0.05407"
"97.47000","27.66432","0.05409"
"97.47600","27.66486","0.05413"
"97.48200","27.66534","0.05416"
"97.48800","27.66581","0.05416"
"97.49400","27.66629","0.05411"
"97.50000","27.66683","0.05404"
"97.50600","27.66731","0.05401"
"97.51200","27.66784","0.05402"
"97.51800","27.66833","0.05397"
"97.52400","27.66886","0.05398"
"97.53000","27.66934","0.05399"
"97.53600","27.66982","0.05397"
"97.54200","27.67036","0.05395"
"97.54800","27.67083","0.05398"
"97.55400","27.67131","0.05402"
"97.56000","27.67179","0.05404"
"97.56600","27.67233","0.05408"
"97.57200","27.67281","0.05409"
"97.57800","27.67328","0.05407"
"97.58400","27.67382","0.05400"
"97.59000","27.67430","0.05393"
"97.59600","27.67478","0.05392"
"97.60200","27.67526","0.05398"
"97.60800","27.67580","0.05403"
"97.61400","27.67628","0.05410"
"97.62000","27.67681","0.05412"
"97.62600","27.67729","0.05408"
"97.63200","27.67777","0.05402"
"97.63800","27.67831","0.05399"
"97.64400","27.67879","0.05400"
"97.65000","27.67933","0.05405"
"97.65600","27.67986","0.05410"
"97.66200","27.68034","0.05411"
"97.66800","27.68088","0.05410"
"97.67400","27.68136","0.05410"
"97.68000","27.68190","0.05409"
"97.68600","27.68237","0.05401"
"97.69200","27.68291","0.05399"
"97.69800","27.68339","0.05400"
"97.70400","27.68387","0.05406"
"97.71000","27.68435","0.05411"
"97.71600","27.68489","0.05414"
"97.72200","27.68536","0.05419"
"97.72800","27.68584","0.05426"
"97.73400","27.68638","0.05425"
"97.74000","27.68686","0.05420"
"97.74600","27.68740","0.05415"
"97.75200","27.68788","0.05408"
"97.75800","27.68835","0.05403"
"97.76400","27.68889","0.05400"
"97.77000","27.68937","0.05399"
"97.77600","27.68985","0.05401"
"97.78200","27.69039","0.05406"
"97.78800","27.69086","0.05409"
"97.79400","27.69140","0.05408"
"97.80000","27.69188","0.05409"
"97.80600","27.69242","0.05409"
"97.81200","27.69290","0.05409"
"97.81800","27.69344","0.05409"
"97.82400","27.69392","0.05404"
"97.83000","27.69439","0.05397"
"97.83600","27.69493","0.05389"
"97.84200","27.69541","0.05388"
"97.84800","27.69589","0.05391"
"97.85400","27.69642","0.05396"
"97.86000","27.69690","0.05402"
"97.86600","27.69738","0.05407"
"97.87200","27.69792","0.05415"
"97.87800","27.69840","0.05419"
"97.88400","27.69888","0.05426"
"97.89000","27.69942","0.05427"
"97.89600","27.69989","0.05427"
"97.90200","27.70037","0.05427"
"97.90800","27.70085","0.05430"
"97.91400","27.70139","0.05436"
"97.92000","27.70187","0.05437"
"97.92600","27.70235","0.05432"
"97.93200","27.70282","0.05422"
"97.93800","27.70336","0.05408"
"97.94400","27.70384","0.05402"
"97.95000","27.70438","0.05399"
"97.95600","27.70492","0.05400"
"97.96200","27.70539","0.05407"
"97.96800","27.70587","0.05410"
"97.97400","27.70641","0.05416"
"97.98000","27.70689","0.05419"
"97.98600","27.70737","0.05426"
"97.99200","27.70791","0.05427"
"97.99800","27.70838","0.05427"
"98.00400","27.70886","0.05423"
"98.01000","27.70934","0.05419"
"98.01600","27.70982","0.05419"
"98.02200","27.71036","0.05419"
"98.02800","27.71083","0.05419"
"98.03400","27.71131","0.05415"
"98.04000","27.71179","0.05412"
"98.04600","27.71233","0.05411"
"98.05200","27.71281","0.05411"
"98.05800","27.71329","0.05413"
"98.06400","27.71382","0.05413"
"98.07000","27.71430","0.05412"
"98.07600","27.71478","0.05411"
"98.08200","27.71532","0.05415"
"98.08800","27.71580","0.05421"
"98.09400","27.71628","0.05424"
"98.10000","27.71681","0.05426"
"98.10600","27.71729","0.05424"
"98.11200","27.71777","0.05423"
"98.11800","27.71831","0.05427"
"98.12400","27.71879","0.05432"
"98.13000","27.71927","0.05437"
"98.13600","27.71980","0.05442"
"98.14200","27.72028","0.05446"
"98.14800","27.72076","0.05449"
"98.15400","27.72130","0.05451"
"98.16000","27.72178","0.05450"
"98.16600","27.72232","0.05444"
"98.17200","27.72279","0.05443"
"98.17800","27.72327","0.05442"
"98.18400","27.72381","0.05436"
"98.19000","27.72429","0.05429"
"98.19600","27.72477","0.05428"
"98.20200","27.72531","0.05429"
"98.20800","27.72578","0.05429"
"98.21400","27.72632","0.05436"
"98.22000","27.72680","0.05445"
"98.22600","27.72728","0.05449"
"98.23200","27.72782","0.05451"
"98.23800","27.72835","0.05450"
"98.24400","27.72883","0.05444"
"98.25000","27.72937","0.05440"
"98.25600","27.72985","0.05440"
"98.26200","27.73033","0.05441"
"98.26800","27.73087","0.05447"
"98.27400","27.73134","0.05457"
"98.28000","27.73188","0.05462"
"98.28600","27.73236","0.05456"
"98.29200","27.73289","0.05443"
"98.29800","27.73337","0.05437"
"98.30400","27.73391","0.05439"
"98.31000","27.73439","0.05449"
"98.31600","27.73487","0.05456"
"98.32200","27.73541","0.05457"
"98.32800","27.73589","0.05453"
"98.33400","27.73637","0.05449"
"98.34000","27.73685","0.05450"
"98.34600","27.73738","0.05454"
"98.35200","27.73786","0.05456"
"98.35800","27.73834","0.05456"
"98.36400","27.73887","0.05459"
"98.37000","27.73935","0.05461"
"98.37600","27.73983","0.05463"
"98.38200","27.74037","0.05463"
"98.38800","27.74085","0.05462"
"98.39400","27.74139","0.05460"
"98.40000","27.74187","0.05457"
"98.40600","27.74235","0.05452"
"98.41200","27.74288","0.05450"
"98.41800","27.74336","0.05450"
"98.42400","27.74384","0.05451"
"98.43000","27.74438","0.05455"
"98.43600","27.74485","0.05455"
"98.44200","27.74539","0.05456"
"98.44800","27.74587","0.05453"
"98.45400","27.74641","0.05451"
"98.46000","27.74689","0.05449"
"98.46600","27.74737","0.05445"
"98.47200","27.74790","0.05447"
"98.47800","27.74838","0.05448"
"98.48400","27.74886","0.05448"
"98.49000","27.74934","0.05448"
"98.49600","27.74988","0.05443"
"98.50200","27.75036","0.05435"
"98.50800","27.75083","0.05433"
"98.51400","27.75131","0.05436"
"98.52000","27.75185","0.05438"
"98.52600","27.75239","0.05445"
"98.53200","27.75286","0.05453"
"98.53800","27.75335","0.05457"
"98.54400","27.75388","0.05460"
"98.55000","27.75436","0.05459"
"98.55600","27.75484","0.05455"
"98.56200","27.75532","0.05451"
"98.56800","27.75586","0.05449"
"98.57400","27.75633","0.05448"
"98.58000","27.75681","0.05447"
"98.58600","27.75735","0.05449"
"98.59200","27.75783","0.05453"
"98.59800","27.75837","0.05456"
"98.60400","27.75884","0.05461"
"98.61000","27.75933","0.05466"
"98.61600","27.75986","0.05472"
"98.62200","27.76034","0.05473"
"98.62800","27.76082","0.05476"
"98.63400","27.76136","0.05477"
"98.64000","27.76183","0.05479"
"98.64600","27.76231","0.05476"
"98.65200","27.76279","0.05472"
"98.65800","27.76333","0.05470"
"98.66400","27.76381","0.05467"
"98.67000","27.76435","0.05466"
"98.67600","27.76482","0.05466"
"98.68200","27.76536","0.05465"
"98.68800","27.76584","0.05462"
"98.69400","27.76632","0.05458"
"98.70000","27.76686","0.05456"
"98.70600","27.76734","0.05458"
"98.71200","27.76781","0.05464"
"98.71800","27.76835","0.05470"
"98.72400","27.76883","0.05477"
"98.73000","27.76937","0.05479"
"98.73600","27.76985","0.05476"
"98.74200","27.77032","0.05471"
"98.74800","27.77086","0.05470"
"98.75400","27.77134","0.05469"
"98.76000","27.77188","0.05469"
"98.76600","27.77236","0.05468"
"98.77200","27.77290","0.05469"
"98.77800","27.77337","0.05468"
"98.78400","27.77385","0.05462"
"98.79000","27.77439","0.05458"
"98.79600","27.77487","0.05456"
"98.80200","27.77535","0.05457"
"98.80800","27.77583","0.05462"
"98.81400","27.77636","0.05472"
"98.82000","27.77684","0.05480"
"98.82600","27.77738","0.05490"
"98.83200","27.77786","0.05491"
"98.83800","27.77840","0.05488"
"98.84400","27.77888","0.05488"
"98.85000","27.77941","0.05490"
"98.85600","27.77989","0.05488"
"98.86200","27.78037","0.05486"
"98.86800","27.78091","0.05483"
"98.87400","27.78139","0.05484"
"98.88000","27.78186","0.05483"
"98.88600","27.78240","0.05482"
"98.89200","27.78288","0.05482"
"98.89800","27.78336","0.05480"
"98.90400","27.78390","0.05475"
"98.91000","27.78438","0.05470"
"98.91600","27.78485","0.05466"
"98.92200","27.78539","0.05467"
"98.92800","27.78587","0.05467"
"98.93400","27.78641","0.05465"
"98.94000","27.78689","0.05465"
"98.94600","27.78742","0.05465"
"98.95200","27.78790","0.05465"
"98.95800","27.78838","0.05466"
"98.96400","27.78892","0.05472"
"98.97000","27.78940","0.05479"
"98.97600","27.78988","0.05485"
"98.98200","27.79041","0.05487"
"98.98800","27.79089","0.05492"
"98.99400","27.79137","0.05497"
"99.00000","27.79191","0.05499"
"99.00600","27.79239","0.05502"
"99.01200","27.79287","0.05500"
"99.01800","27.79340","0.05497"
"99.02400","27.79388","0.05492"
"99.03000","27.79436","0.05489"
"99.03600","27.79490","0.05489"
"99.04200","27.79538","0.05487"
"99.04800","27.79585","0.05484"
"99.05400","27.79634","0.05483"
"99.06000","27.79681","0.05485"
"99.06600","27.79735","0.05484"
"99.07200","27.79783","0.05480"
"99.07800","27.79831","0.05484"
"99.08400","27.79885","0.05487"
"99.09000","27.79933","0.05488"
"99.09600","27.79986","0.05489"
"99.10200","27.80034","0.05482"
"99.10800","27.80082","0.05479"
"99.11400","27.80136","0.05480"
"99.12000","27.80183","0.05485"
"99.12600","27.80231","0.05490"
"99.13200","27.80279","0.05495"
"99.13800","27.80333","0.05496"
"99.14400","27.80381","0.05496"
"99.15000","27.80435","0.05497"
"99.15600","27.80482","0.05497"
"99.16200","27.80530","0.05500"
"99.16800","27.80578","0.05505"
"99.17400","27.80626","0.05509"
"99.18000","27.80680","0.05508"
"99.18600","27.80728","0.05505"
"99.19200","27.80775","0.05503"
"99.19800","27.80829","0.05500"
"99.20400","27.80877","0.05499"
"99.21000","27.80925","0.05499"
"99.21600","27.80979","0.05499"
"99.22200","27.81026","0.05502"
"99.22800","27.81080","0.05506"
"99.23400","27.81128","0.05511"
"99.24000","27.81182","0.05515"
"99.24600","27.81236","0.05519"
"99.25200","27.81284","0.05520"
"99.25800","27.81337","0.05519"
"99.26400","27.81385","0.05517"
"99.27000","27.81433","0.05521"
"99.27600","27.81487","0.05527"
"99.28200","27.81535","0.05525"
"99.28800","27.81583","0.05518"
"99.29400","27.81636","0.05514"
"99.30000","27.81684","0.05508"
"99.30600","27.81732","0.05503"
"99.31200","27.81780","0.05501"
"99.31800","27.81833","0.05503"
"99.32400","27.81881","0.05503"
"99.33000","27.81935","0.05502"
"99.33600","27.81983","0.05498"
"99.34200","27.82031","0.05499"
"99.34800","27.82085","0.05498"
"99.35400","27.82133","0.05492"
"99.36000","27.82187","0.05491"
"99.36600","27.82234","0.05497"
"99.37200","27.82282","0.05500"
"99.37800","27.82336","0.05502"
"99.38400","27.82384","0.05506"
"99.39000","27.82438","0.05507"
"99.39600","27.82491","0.05508"
"99.40200","27.82539","0.05507"
"99.40800","27.82587","0.05505"
"99.41400","27.82641","0.05501"
"99.42000","27.82689","0.05495"
"99.42600","27.82736","0.05492"
"99.43200","27.82784","0.05495"
"99.43800","27.82832","0.05498"
"99.44400","27.82886","0.05499"
"99.45000","27.82934","0.05501"
"99.45600","27.82982","0.05506"
"99.46200","27.83035","0.05512"
"99.46800","27.83083","0.05517"
"99.47400","27.83137","0.05519"
"99.48000","27.83185","0.05521"
"99.48600","27.83232","0.05521"
"99.49200","27.83286","0.05519"
"99.49800","27.83334","0.05518"
"99.50400","27.83388","0.05516"
"99.51000","27.83436","0.05517"
"99.51600","27.83490","0.05515"
"99.52200","27.83538","0.05510"
"99.52800","27.83591","0.05509"
"99.53400","27.83639","0.05505"
"99.54000","27.83693","0.05503"
"99.54600","27.83741","0.05504"
"99.55200","27.83789","0.05507"
"99.55800","27.83842","0.05508"
"99.56400","27.83891","0.05510"
"99.57000","27.83938","0.05512"
"99.57600","27.83986","0.05515"
"99.58200","27.84040","0.05516"
"99.58800","27.84088","0.05519"
"99.59400","27.84136","0.05519"
"99.60000","27.84183","0.05516"
"99.60600","27.84231","0.05511"
"99.61200","27.84285","0.05510"
"99.61800","27.84333","0.05509"
"99.62400","27.84381","0.05505"
"99.63000","27.84428","0.05507"
"99.63600","27.84482","0.05511"
"99.64200","27.84530","0.05518"
"99.64800","27.84578","0.05525"
"99.65400","27.84632","0.05531"
"99.66000","27.84680","0.05532"
"99.66600","27.84733","0.05531"
"99.67200","27.84781","0.05526"
"99.67800","27.84835","0.05522"
"99.68400","27.84883","0.05523"
"99.69000","27.84937","0.05528"
"99.69600","27.84984","0.05535"
"99.70200","27.85032","0.05538"
"99.70800","27.85086","0.05536"
"99.71400","27.85134","0.05533"
"99.72000","27.85182","0.05529"
"99.72600","27.85230","0.05524"
"99.73200","27.85278","0.05519"
"99.73800","27.85331","0.05519"
"99.74400","27.85379","0.05518"
"99.75000","27.85427","0.05519"
"99.75600","27.85481","0.05517"
"99.76200","27.85528","0.05514"
"99.76800","27.85576","0.05516"
"99.77400","27.85630","0.05524"
"99.78000","27.85678","0.05528"
"99.78600","27.85726","0.05532"
"99.79200","27.85780","0.05529"
"99.79800","27.85828","0.05522"
"99.80400","27.85881","0.05518"
"99.81000","27.85929","0.05517"
"99.81600","27.85983","0.05517"
"99.82200","27.86031","0.05519"
"99.82800","27.86085","0.05521"
"99.83400","27.86132","0.05524"
"99.84000","27.86186","0.05529"
"99.84600","27.86234","0.05533"
"99.85200","27.86288","0.05535"
"99.85800","27.86336","0.05536"
"99.86400","27.86384","0.05537"
"99.87000","27.86432","0.05539"
"99.87600","27.86485","0.05538"
"99.88200","27.86533","0.05537"
"99.88800","27.86587","0.05532"
"99.89400","27.86635","0.05528"
"99.90000","27.86683","0.05525"
"99.90600","27.86736","0.05521"
"99.91200","27.86784","0.05514"
"99.91800","27.86832","0.05507"
"99.92400","27.86886","0.05505"
"99.93000","27.86934","0.05509"
"99.93600","27.86987","0.05514"
"99.94200","27.87035","0.05521"
"99.94800","27.87083","0.05525"
"99.95400","27.87137","0.05527"
"99.96000","27.87191","0.05528"
"99.96600","27.87239","0.05531"
"99.97200","27.87286","0.05533"
"99.97800","27.87340","0.05536"
"99.98400","27.87388","0.05540"
"99.99000","27.87442","0.05542"
"99.99600","27.87490","0.05542"
"100.00200","27.87538","0.05539"
"100.00800","27.87592","0.05537"
"100.01400","27.87639","0.05535"
"100.02000","27.87687","0.05536"
"100.02600","27.87735","0.05536"
"100.03200","27.87789","0.05536"
"100.03800","27.87837","0.05536"
"100.04400","27.87884","0.05536"
"100.05000","27.87938","0.05535"
"100.05600","27.87986","0.05535"
"100.06200","27.88034","0.05536"
"100.06800","27.88087","0.05538"
"100.07400","27.88136","0.05539"
"100.08000","27.88183","0.05538"
"100.08600","27.88237","0.05536"
"100.09200","27.88285","0.05535"
"100.09800","27.88339","0.05535"
"100.10400","27.88387","0.05537"
"100.11000","27.88440","0.05540"
"100.11600","27.88488","0.05544"
"100.12200","27.88542","0.05548"
"100.12800","27.88590","0.05549"
"100.13400","27.88638","0.05551"
"100.14000","27.88685","0.05548"
"100.14600","27.88739","0.05543"
"100.15200","27.88787","0.05540"
"100.15800","27.88835","0.05537"
"100.16400","27.88883","0.05534"
"100.17000","27.88931","0.05530"
"100.17600","27.88984","0.05530"
"100.18200","27.89032","0.05529"
"100.18800","27.89080","0.05527"
"100.19400","27.89128","0.05528"
"100.20000","27.89182","0.05528"
"100.20600","27.89230","0.05529"
"100.21200","27.89278","0.05534"
"100.21800","27.89331","0.05541"
"100.22400","27.89379","0.05544"
"100.23000","27.89433","0.05547"
"100.23600","27.89481","0.05550"
"100.24200","27.89529","0.05552"
"100.24800","27.89582","0.05555"
"100.25400","27.89630","0.05558"
"100.26000","27.89684","0.05561"
"100.26600","27.89732","0.05563"
"100.27200","27.89779","0.05562"
"100.27800","27.89834","0.05562"
"100.28400","27.89881","0.05560"
"100.29000","27.89929","0.05556"
"100.29600","27.89977","0.05555"
"100.30200","27.90031","0.05552"
"100.30800","27.90079","0.05552"
"100.31400","27.90127","0.05552"
"100.32000","27.90174","0.05552"
"100.32600","27.90228","0.05555"
"100.33200","27.90276","0.05559"
"100.33800","27.90330","0.05562"
"100.34400","27.90377","0.05563"
"100.35000","27.90425","0.05565"
"100.35600","27.90479","0.05564"
"100.36200","27.90527","0.05561"
"100.36800","27.90581","0.05558"
"100.37400","27.90629","0.05557"
"100.38000","27.90682","0.05554"
"100.38600","27.90730","0.05552"
"100.39200","27.90784","0.05552"
"100.39800","27.90832","0.05556"
"100.40400","27.90886","0.05560"
"100.41000","27.90933","0.05562"
"100.41600","27.90981","0.05563"
"100.42200","27.91035","0.05564"
"100.42800","27.91083","0.05563"
"100.43400","27.91131","0.05560"
"100.44000","27.91185","0.05559"
"100.44600","27.91232","0.05562"
"100.45200","27.91280","0.05569"
"100.45800","27.91334","0.05575"
"100.46400","27.91382","0.05576"
"100.47000","27.91430","0.05577"
"100.47600","27.91484","0.05576"
"100.48200","27.91531","0.05576"
"100.48800","27.91579","0.05578"
"100.49400","27.91633","0.05582"
"100.50000","27.91681","0.05585"
"100.50600","27.91735","0.05590"
"100.51200","27.91783","0.05591"
"100.51800","27.91837","0.05586"
"100.52400","27.91884","0.05582"
"100.53000","27.91938","0.05576"
"100.53600","27.91986","0.05571"
"100.54200","27.92040","0.05568"
"100.54800","27.92087","0.05568"
"100.55400","27.92141","0.05565"
"100.56000","27.92189","0.05559"
"100.56600","27.92237","0.05555"
"100.57200","27.92291","0.05553"
"100.57800","27.92339","0.05555"
"100.58400","27.92386","0.05557"
"100.59000","27.92440","0.05560"
"100.59600","27.92488","0.05562"
"100.60200","27.92536","0.05560"
"100.60800","27.92590","0.05559"
"100.61400","27.92638","0.05562"
"100.62000","27.92685","0.05563"
"100.62600","27.92739","0.05565"
"100.63200","27.92787","0.05566"
"100.63800","27.92835","0.05564"
"100.64400","27.92883","0.05561"
"100.65000","27.92937","0.05562"
"100.65600","27.92984","0.05566"
"100.66200","27.93038","0.05567"
"100.66800","27.93086","0.05567"
"100.67400","27.93140","0.05566"
"100.68000","27.93188","0.05566"
"100.68600","27.93242","0.05568"
"100.69200","27.93289","0.05568"
